Index,Time,Difference,Hz,AveHz,0x6829 Acceleration-X,0x6829 Acceleration-Y,0x6829 Acceleration-Z,0x6829 Range,0x6829 Smoothed Range,0x6126 Acceleration-X,0x6126 Acceleration-Y,0x6126 Acceleration-Z,0x6126 Range,0x6126 Smoothed Range,
0,0.0,0.0,0,0,167.0,249.0,914.0,569,284.5,-30.0,210.0,961.0,3566,1783.0,
1,0.047133684158325195,0.047133684158325195,21.21624943725878,21.21624943725878,181.0,232.0,922.0,513,398.75,-31.0,212.0,960.0,3598,2690.5,
2,0.09240388870239258,0.04527020454406738,22.08958430984269,21.644110741285445,192.0,245.0,896.0,504,451.375,-32.0,212.0,960.0,3598,3144.25,
3,0.14089298248291016,0.04848909378051758,20.62319424913216,21.29275672309577,168.0,216.0,931.0,714,582.6875,-32.0,209.0,962.0,3608,3376.125,
4,0.18799471855163574,0.047101736068725586,21.230639960720595,21.27719348084418,184.0,214.0,953.0,358,470.34375,-30.0,210.0,961.0,3608,3492.0625,
5,0.2310173511505127,0.04302263259887695,23.243579939041286,21.64339594017072,192.0,213.0,937.0,ranging-error,470.34375,-28.0,210.0,955.0,3589,3540.53125,
6,0.2734415531158447,0.04242420196533203,23.57145105091604,21.94253189257623,188.0,196.0,961.0,189,329.671875,-30.0,209.0,951.0,3608,3574.265625,
7,0.3184201717376709,0.04497861862182617,22.232785946759677,21.983531890582988,204.0,181.0,974.0,128,228.8359375,-28.0,210.0,951.0,3655,3614.6328125,
8,0.3685469627380371,0.05012679100036621,19.94941188221473,21.706867262087286,226.0,209.0,925.0,508,368.41796875,-33.0,211.0,951.0,3580,3597.31640625,
9,0.4163029193878174,0.04775595664978027,20.939796208743754,21.618873135059196,195.0,190.0,906.0,532,450.208984375,-31.0,210.0,952.0,3584,3590.658203125,
10,0.4640343189239502,0.04773139953613281,20.95056943056943,21.550130221378915,88.0,20.0,921.0,640,545.1044921875,-31.0,210.0,959.0,3608,3599.3291015625,
11,0.5085828304290771,0.04454851150512695,22.447439122290607,21.628728580395855,79.0,18.0,908.0,663,604.05224609375,-30.0,210.0,965.0,3598,3598.66455078125,
12,0.5562658309936523,0.047683000564575195,20.971834577518663,21.57241975219746,199.0,-41.0,949.0,667,635.526123046875,-29.0,209.0,965.0,3608,3603.332275390625,
13,0.6037747859954834,0.047508955001831055,21.048663351182082,21.531207167861506,119.0,-230.0,983.0,621,628.2630615234375,-28.0,210.0,963.0,3650,3626.6661376953125,
14,0.6512405872344971,0.04746580123901367,21.06779984529299,21.49743163191227,152.0,-242.0,926.0,588,608.1315307617188,-32.0,210.0,961.0,3603,3614.8330688476562,
15,0.6976337432861328,0.04639315605163574,21.554903462204567,21.50125355081597,127.0,-259.0,872.0,672,640.0657653808594,-33.0,211.0,964.0,3627,3620.916534423828,
16,0.7444159984588623,0.04678225517272949,21.375626213567493,21.493358596704297,234.0,-425.0,1032.0,602,621.0328826904297,-31.0,209.0,961.0,3589,3604.958267211914,
17,0.7924258708953857,0.04800987243652344,20.82904930276906,21.453110788509708,259.0,-406.0,886.0,494,557.5164413452148,-30.0,211.0,961.0,3650,3627.479133605957,
18,0.8392627239227295,0.04683685302734375,21.35070858446001,21.447396014287,358.0,-482.0,1026.0,555,556.2582206726074,-30.0,210.0,961.0,3627,3627.2395668029785,
19,0.8868410587310791,0.04757833480834961,21.017969713065877,21.424357626366348,735.0,-299.0,1253.0,588,572.1291103363037,-30.0,209.0,960.0,3617,3622.1197834014893,
20,0.9338548183441162,0.04701375961303711,21.270368679953343,21.416605244339166,998.0,-187.0,1084.0,672,622.0645551681519,-31.0,210.0,951.0,3650,3636.0598917007446,
21,0.9792983531951904,0.04544353485107422,22.005330423285976,21.44392455218839,1046.0,-270.0,1139.0,747,684.5322775840759,-31.0,211.0,962.0,3659,3647.5299458503723,
22,1.027759313583374,0.048460960388183594,20.635166781462168,21.405789963892467,929.0,-402.0,1059.0,874,779.266138792038,-29.0,212.0,951.0,3645,3646.264972925186,
23,1.0730195045471191,0.04526019096374512,22.094471514736483,21.434838698209337,746.0,-172.0,591.0,888,833.633069396019,-30.0,213.0,952.0,3683,3664.632486462593,
24,1.119413137435913,0.046393632888793945,21.554681919327404,21.439805552910986,456.0,-222.0,214.0,915,874.3165346980095,-30.0,212.0,951.0,3678,3671.3162432312965,
25,1.1681525707244873,0.04873943328857422,20.51726769327098,21.40131402912123,931.0,21.0,122.0,985,929.6582673490047,-31.0,210.0,953.0,3641,3656.1581216156483,
26,1.2146766185760498,0.0465240478515625,21.494260413250245,21.40487402357302,840.0,-212.0,647.0,1088,1008.8291336745024,-30.0,211.0,963.0,3603,3629.579060807824,
27,1.2633459568023682,0.04866933822631836,20.546817286684238,21.37181811096242,823.0,-238.0,917.0,906,957.4145668372512,-29.0,208.0,963.0,3580,3604.789530403912,
28,1.309129238128662,0.045783281326293945,21.842034276072884,21.388262659250255,797.0,-9.0,782.0,1162,1059.7072834186256,-31.0,212.0,963.0,3636,3620.394765201956,
29,1.3571958541870117,0.04806661605834961,20.804460184716724,21.367586638681267,517.0,-61.0,812.0,1158,1108.8536417093128,-30.0,207.0,961.0,4048,3834.197382600978,
30,1.4031710624694824,0.0459752082824707,21.7508530653308,21.3801444473934,530.0,111.0,301.0,1153,1130.9268208546564,-30.0,211.0,966.0,3996,3915.098691300489,
31,1.4512841701507568,0.048113107681274414,20.784356866417905,21.36039284214047,557.0,334.0,597.0,1214,1172.4634104273282,-29.0,212.0,964.0,3767,3841.0493456502445,
