Index,Time,Difference,Hz,AveHz,0x6030 Acceleration-X,0x6030 Acceleration-Y,0x6030 Acceleration-Z,0x6030 Range,0x6030 Smoothed Range,0x6030 Velocity,
0,9.5367431640625e-07,9.5367431640625e-07,1048576.0,0.0,7.0,7.0,1004.0,1405,1405.0,0.0,
1,0.02835702896118164,0.028356075286865234,35.26581129029546,35.26462526694581,6.0,6.0,1012.0,1377,1391.0,-246.86067903206822,
2,0.05548095703125,0.02712392807006836,36.86781639505652,36.04840484048405,4.0,8.0,1005.0,1396,1393.5,-77.34556902221345,
3,0.08341193199157715,0.02793097496032715,35.802545432817475,35.966077374912466,5.0,5.0,1014.0,1424,1408.75,234.32162441412652,
4,0.11028814315795898,0.026876211166381836,37.207625502319765,36.268631291317,6.0,6.0,1008.0,1363,1385.875,-308.40140447571906,
5,0.13796496391296387,0.027676820755004883,36.1313175690227,36.241085114582305,4.0,6.0,1018.0,1372,1378.9375,-279.53121005540703,
6,0.16617488861083984,0.028209924697875977,35.44851716939512,36.106538419599765,2.0,5.0,1011.0,1368,1373.46875,-236.69514416276832,
7,0.19372010231018066,0.02754521369934082,36.30394778980897,36.1346082132031,4.0,7.0,1010.0,1374,1373.734375,-113.52595401555016,
8,0.22168493270874023,0.02796483039855957,35.75920131636159,36.08725185897394,6.0,6.0,1012.0,1359,1366.3671875,-188.48534748171642,
9,0.2498631477355957,0.02817821502685547,35.48840829864284,36.01971751962306,7.0,7.0,1004.0,1364,1365.18359375,-115.2446028707191,
10,0.27776193618774414,0.027898788452148438,35.843850413618654,36.00205318716106,4.0,7.0,1010.0,1355,1360.091796875,-148.877104197375,
11,0.30475807189941406,0.026996135711669922,37.04233860284377,36.09420394164513,6.0,6.0,1005.0,1364,1362.0458984375,-38.24630622745196,
12,0.3316080570220947,0.026849985122680664,37.243968494987435,36.18729927059779,4.0,7.0,1015.0,1322,1342.02294921875,-391.99019805365515,
13,0.35988402366638184,0.02827596664428711,35.3657228621056,36.1227482886298,6.0,8.0,1010.0,1317,1329.511474609375,-417.23377084254116,
14,0.3872549533843994,0.027370929718017578,36.53511262869985,36.1518939335638,5.0,6.0,1017.0,1322,1325.7557373046875,-277.2250281365543,
15,0.41496801376342773,0.02771306037902832,36.08406961638721,36.14736438108086,6.0,6.0,1007.0,1317,1321.3778686523438,-217.5981726795627,
16,0.4438939094543457,0.02892589569091797,34.5710988757377,36.04464864063559,5.0,7.0,1014.0,1336,1328.6889343261719,17.576700808680613,
17,0.47183680534362793,0.027942895889282227,35.787271439663485,36.029406369897934,5.0,5.0,1012.0,1284,1306.344467163086,-391.0354053656617,
18,0.4996058940887451,0.027769088745117188,36.011264509925134,36.02839800925698,3.0,7.0,1004.0,1303,1304.672233581543,-225.62732559649248,
19,0.5257980823516846,0.026192188262939453,38.1793223980047,36.13554449461017,5.0,7.0,1012.0,1331,1317.8361167907715,138.48040772916187,
20,0.5516979694366455,0.025899887084960938,38.61020693718241,36.25171943341131,6.0,7.0,1002.0,1341,1329.4180583953857,292.8307849088404,
