Index,Time,Difference,Hz,AveHz,0x6103 Range,0x6103 Smoothed Range,0x6103 Velocity,
0,1.1920928955078125e-06,1.1920928955078125e-06,838860.8,0.0,1275,637.5,267386880.0,
1,0.01764822006225586,0.01764702796936035,56.66676574300499,56.66293804544595,ranging-error,637.5,267386880.0,
2,0.027591943740844727,0.009943723678588867,100.56594816217901,72.48492599089252,1247,942.25,133708763.7363512,
3,0.04251813888549805,0.01492619514465332,66.9963101988659,70.5581212780513,1289,1115.625,66860189.610815965,
4,0.05764198303222656,0.015123844146728516,66.1207554308415,69.39386519307766,1252,1183.8125,33432349.109913453,
5,0.0725712776184082,0.01492929458618164,66.9824012264844,68.89778110688403,1270,1226.90625,16717617.816383153,
6,0.0886380672454834,0.016066789627075195,62.24018756770393,67.69100665725237,1266,1246.453125,8359417.208774758,
7,0.10506391525268555,0.01642584800720215,60.87965744974236,66.62611024122359,1219,1232.7265625,4179290.7701758975,
8,0.11838793754577637,0.01332402229309082,75.05241120157466,67.57445197410156,1289,1260.86328125,2090701.2493806928,
9,0.1331021785736084,0.014714241027832031,67.96137144338583,67.61722532605133,1280,1270.431640625,1045675.7641031406,
10,0.1474292278289795,0.014327049255371094,69.7980430007322,67.82915536666974,1294,1282.2158203125,523249.13839184854,
11,0.163740873336792,0.0163116455078125,61.305893358278766,67.17931678167213,ranging-error,1282.2158203125,523249.13839184854,
12,0.17125296592712402,0.007512092590332031,133.1187000126952,70.07177910779396,1252,1267.10791015625,260618.99651596998,
13,0.18792510032653809,0.016672134399414062,59.98032261754948,69.17649626053804,1266,1266.553955078125,130292.88505583421,
14,0.20417308807373047,0.016247987747192383,61.54608284787744,68.56927194510746,1280,1273.2769775390625,65353.3303766016,
15,0.22213101387023926,0.01795792579650879,55.68571845833167,67.52771591256702,1294,1283.6384887695312,32965.159286892165,
16,0.23939108848571777,0.017260074615478516,57.93717711412548,66.8362389811957,1289,1286.3192443847656,16560.237349885843,
17,0.25557923316955566,0.01618814468383789,61.77360157883885,66.5155763603137,1317,1301.6596221923828,8753.933868321225,
18,0.28914403915405273,0.03356480598449707,29.793111286324148,62.25270993883363,1303,1302.3298110961914,4386.950440457626,
19,0.30351805686950684,0.014374017715454102,69.56997130488149,62.599241033520364,1233,1267.6649055480957,987.6569780950906,
20,0.3208739757537842,0.017355918884277344,57.61723171602835,62.32976654780684,1256,1261.8324527740479,325.80359756999155,
21,0.3386220932006836,0.017748117446899414,56.344003976303384,62.016036229373846,1270,1265.916226387024,277.9498771289192,
22,0.35338401794433594,0.014761924743652344,67.74184378835842,62.25522061800027,1284,1274.958113193512,445.2319803630254,
23,0.36863112449645996,0.015247106552124023,65.58621444543479,62.39299525078728,1233,1253.979056596756,-465.3524622273629,
24,0.38381314277648926,0.015182018280029297,65.86739533276798,62.53042776593042,1261,1257.489528298378,-117.06341742606563,
25,0.39821600914001465,0.01440286636352539,69.43062406886277,62.77999735367214,1275,1266.244764149189,245.4090357829116,
26,0.41478610038757324,0.016570091247558594,60.349697841726616,62.682910482549396,1275,1270.6223820745945,254.7984774238299,
27,0.4312431812286377,0.016457080841064453,60.764117868629214,62.60968561421743,1261,1265.8111910372972,-18.774650927496296,
28,0.44790005683898926,0.016656875610351562,60.0352685216993,62.51394607450433,1261,1263.4055955186486,-81.59761192208148,
29,0.46422910690307617,0.016329050064086914,61.240549577304385,62.46915492538203,1247,1255.2027977593243,-291.9707273872917,
30,0.4807450771331787,0.01651597023010254,60.54745716224215,62.40313510623684,1308,1281.6013988796622,653.1987215447407,
31,0.4978950023651123,0.017149925231933594,58.309292109214255,62.26212324434486,1284,1282.800699439831,361.5645441171873,
32,0.5323500633239746,0.034455060958862305,29.0233124589143,60.11082219130989,1313,1297.9003497199155,399.9032061082057,
33,0.5502800941467285,0.017930030822753906,55.772352534439655,59.96945982785409,1289,1293.4501748599578,75.85324248937019,
34,0.5663533210754395,0.016073226928710938,62.21526047229145,60.03319612470521,1294,1293.7250874299789,46.47849982017047,
35,0.5826199054718018,0.016266584396362305,61.47572075571255,60.07347100792451,1303,1298.3625437149894,165.78473370715182,
36,0.5997350215911865,0.017115116119384766,58.42788287409801,60.02650954831123,1317,1307.6812718574947,355.12914507650555,
37,0.6152582168579102,0.015523195266723633,64.4197269194735,60.13735206813972,1313,1310.3406359287474,263.22232616302995,
38,0.6315410137176514,0.01628279685974121,61.414510579105354,60.17028059081686,1289,1299.6703179643737,-196.04501467120764,
39,0.6480951309204102,0.01655411720275879,60.407932827329944,60.17635087708972,1327,1313.3351589821868,314.70989181449636,
40,0.6648199558258057,0.016724824905395508,59.79135839427504,60.16666565057306,ranging-error,1313.3351589821868,314.70989181449636,
41,0.671654224395752,0.006834268569946289,146.32143729286585,61.04331441804792,1336,1324.6675794910934,986.4429743424288,
42,0.6896262168884277,0.01797199249267578,55.64213319182807,60.902557025025395,ranging-error,1324.6675794910934,986.4429743424288,
43,0.6988751888275146,0.009248971939086914,108.12012476477715,61.52743821416814,1331,1327.8337897455467,664.3870110427176,
44,0.7158420085906982,0.016966819763183594,58.93856444269574,61.46607697224175,ranging-error,1327.8337897455467,664.3870110427176,
45,0.7254090309143066,0.009567022323608398,104.52573080469509,62.03396715820029,1350,1338.9168948727734,911.4283370256729,
46,0.747643232345581,0.022234201431274414,44.97575517119358,61.52667209423431,1359,1348.9584474363867,681.5273733327085,
47,0.7817521095275879,0.034108877182006836,29.31788093357472,60.12135999019185,1374,1361.4792237181932,524.3050007793197,
