Index,Time,Difference,Hz,AveHz,0x6030 Acceleration-X,0x6030 Acceleration-Y,0x6030 Acceleration-Z,0x6030 Range,0x6030 Smoothed Range,0x6030 Velocity,
0,1.1920928955078125e-06,1.1920928955078125e-06,838860.8,0.0,4.0,6.0,1018.0,1374,1374.0,0.0,
1,0.028789997100830078,0.02878880500793457,34.73572451945772,34.734286234824516,7.0,8.0,1015.0,1377,1374.6000000000001,4.168286942335874,
2,0.0592350959777832,0.030445098876953125,32.84600927202105,33.763767357617226,5.0,7.0,1004.0,1355,1370.68,-22.41664171539628,
3,0.08724713325500488,0.02801203727722168,35.69893864210876,34.385083934295416,7.0,7.0,1017.0,1372,1370.9440000000002,-16.048409412012802,
4,0.11649727821350098,0.029250144958496094,34.187864758240686,34.33556612944487,6.0,7.0,1010.0,1386,1373.9552000000003,7.750572142393615,
5,0.14392709732055664,0.027429819107055664,36.456674981964206,34.73980989739495,6.0,7.0,1015.0,1400,1379.1641600000003,44.18073005672486,
6,0.17403912544250488,0.030112028121948242,33.209320738881544,34.475006609833514,6.0,7.0,1015.0,1405,1384.3313280000002,69.66421193011655,
7,0.2020721435546875,0.028033018112182617,35.67222037948954,34.641093407838106,4.0,6.0,1006.0,1410,1389.4650624000003,92.3577105214072,
8,0.22876310348510742,0.026690959930419922,37.46586869138008,34.97067437066311,5.0,5.0,1015.0,1415,1394.5720499200004,112.1537131836937,
9,0.25646209716796875,0.027698993682861328,36.10239460138752,35.09290495314592,1.0,7.0,1006.0,1452,1406.0576399360004,172.6544311444332,
10,0.28384923934936523,0.027387142181396484,36.51348480891443,35.229969341900805,4.0,6.0,1018.0,1424,1409.6461119488004,164.3290685808634,
11,0.3117492198944092,0.027899980545043945,35.84231890002649,35.28477153439469,6.0,7.0,1011.0,1513,1430.3168895590402,279.6409754682395,
12,0.33934736251831055,0.027598142623901367,36.23432249146905,35.36199577609065,6.0,7.0,1016.0,1485,1441.2535116472322,302.9689987167665,
13,0.36791133880615234,0.028563976287841797,35.009131429143785,35.334600021255476,6.0,5.0,1011.0,1583,1469.602809317786,440.87205658788093,
14,0.3948853015899658,0.026973962783813477,37.072787858967445,35.45333276176756,6.0,7.0,1012.0,1593,1494.282247454229,535.684760172477,
15,0.42186617851257324,0.026980876922607422,37.0632875598678,35.556299044610284,4.0,5.0,1014.0,1532,1501.8257979633834,484.4655644866165,
16,0.44960618019104004,0.027740001678466797,36.04902449505801,35.586699438165006,4.0,5.0,1016.0,1475,1496.4606383707066,348.8906976740335,
17,0.4785573482513428,0.028951168060302734,34.540920695050644,35.52343321467805,8.0,6.0,1016.0,,1496.4606383707066,348.8906976740335,
18,0.5040943622589111,0.02553701400756836,39.15884604612081,35.70760029796744,5.0,7.0,1007.0,1382,1473.5685106965655,99.82669748725945,
19,0.5284202098846436,0.024325847625732422,41.10853670489072,35.956232643236305,3.0,7.0,1012.0,1382,1455.2548085572525,-70.70854132946852,
20,0.5544581413269043,0.026037931442260742,38.40550860261329,36.07125319169613,5.0,7.0,1005.0,1378,1439.8038468458021,-175.24724164912635,
21,0.5787911415100098,0.02433300018310547,41.096453066823436,36.28251798258875,5.0,7.0,1013.0,1374,1426.6430774766418,-248.36998145989816,
