Index,Time,Difference,Hz,AveHz,0x6103 Linear-Acceleration-X,0x6103 Linear-Acceleration-Y,0x6103 Linear-Acceleration-Z,0x6103 Range,0x6103 Smoothed Range,0x6103 Velocity,0x6104 Linear-Acceleration-X,0x6104 Linear-Acceleration-Y,0x6104 Linear-Acceleration-Z,0x6104 Range,0x6104 Smoothed Range,0x6104 Velocity,
0,9.5367431640625e-07,9.5367431640625e-07,1048576.0,0.0,9.0,-31.0,-7.0,1396,1433.6000000000001,-1971322.8799999715,0,0,0,,0,0,
1,0.08478593826293945,0.08478498458862305,11.79454127227837,11.794408606988398,20.0,-8.0,-2.0,1327,1412.2800000000002,-1577108.595923962,0,0,0,,0,0,
2,0.16672587394714355,0.0819399356842041,12.204061324309462,11.995738589644773,6.0,-24.0,-19.0,1424,1414.6240000000003,-1261681.1554752209,0,0,0,,0,0,
3,0.24890995025634766,0.0821840763092041,12.167807255479323,12.0525515227911,10.0,-19.0,-1.0,1410,1413.6992000000002,-1009347.1749378067,0,0,0,,0,0,
4,0.33515501022338867,0.08624505996704102,11.594867003190155,11.934776082666662,17.0,10.0,4.0,1374,1405.7593600000002,-807496.1522280107,0,0,0,,0,0,
5,0.4171178340911865,0.08196282386779785,12.20065333050204,11.987020432473154,11.0,-4.0,0.0,1359,1396.4074880000003,-646019.7415720612,0,0,0,,0,0,
6,0.4988839626312256,0.08176612854003906,12.230003032494343,12.026844816487301,4.0,-4.0,1.0,1377,1392.5259904000004,-516825.2874031327,0,0,0,,0,0,
7,0.5847070217132568,0.08582305908203125,11.651880167125967,11.97180765760127,10.0,17.0,9.0,1336,1381.2207923200003,-413486.57528516493,0,0,0,,0,0,
8,0.6683769226074219,0.08366990089416504,11.951729227753129,11.96929416532067,0.0,18.0,1.0,1299,1364.7766338560002,-330828.56745399995,0,0,0,,0,0,
9,0.7523188591003418,0.08394193649291992,11.91299655190043,11.96301261244816,-6.0,10.0,15.0,1308,1353.4213070848004,-264689.9091569341,0,0,0,,0,0,
10,0.8305039405822754,0.0781850814819336,12.790163814449338,12.04088206130472,2.0,31.0,20.0,1270,1336.7370456678404,-211794.60621287653,0,0,0,,0,0,
11,0.9122591018676758,0.08175516128540039,12.231643657445481,12.057977802007793,-7.0,29.0,17.0,1256,1320.5896365342724,-169475.18684120377,0,0,0,,0,0,
12,0.9930579662322998,0.08079886436462402,12.376411572906063,12.08388674986261,-18.0,12.0,10.0,1341,1324.671709227418,-135570.04519061887,0,0,0,,0,0,
13,1.0742299556732178,0.08117198944091797,12.319520648534336,12.10169194346561,-7.0,21.0,10.0,1299,1319.5373673819345,-108468.68667857151,0,0,0,,0,0,
14,1.1550838947296143,0.08085393905639648,12.367981222318548,12.12033174722531,-10.0,25.0,13.0,1280,1311.6298939055475,-86794.5092395516,0,0,0,,0,0,
15,1.2360398769378662,0.08095598220825195,12.35239166671575,12.135530802744503,-19.0,4.0,0.0,1331,1315.5039151244382,-69426.0367061571,0,0,0,,0,0,
16,1.3174068927764893,0.08136701583862305,12.289992322974232,12.145070811250532,-11.0,0.0,4.0,1359,1324.2031320995507,-55519.44670295768,0,0,0,,0,0,
17,1.396873950958252,0.0794670581817627,12.583830619635233,12.170031510959198,-4.0,14.0,5.0,1363,1331.9625056796408,-44396.02883379688,0,0,0,,0,0,
18,1.4802308082580566,0.08335685729980469,11.996613504793721,12.160265750165337,-11.0,-14.0,-8.0,1433,1352.1700045437128,-35468.33875628334,0,0,0,,0,0,
19,1.5612568855285645,0.08102607727050781,12.341705703726372,12.169682117089616,-17.0,-40.0,-8.0,1135,1308.7360036349703,-28481.88093637689,0,0,0,,0,0,
20,1.6423258781433105,0.0810689926147461,12.33517239756726,12.177851098961241,32.0,-62.0,-9.0,1364,1319.7888029079763,-22758.237112199866,0,0,0,,0,0,
21,1.723517894744873,0.0811920166015625,12.31648186431122,12.18438176013749,5.0,77.0,-108.0,1266,1309.031042326381,-18233.089242380658,0,0,0,,0,0,
22,1.8069489002227783,0.08343100547790527,11.985951676739965,12.175219784736372,4.0,-40.0,-130.0,1289,1305.024833861105,-14596.075038118875,0,0,0,,0,0,
23,1.8881158828735352,0.08116698265075684,12.320280578899597,12.181455708638051,45.0,-11.0,-28.0,1275,1299.019867088884,-11691.656605595248,0,0,0,,0,0,
24,1.9715938568115234,0.08347797393798828,11.97920784161402,12.172892463163272,22.0,-70.0,-49.0,1345,1308.2158936711073,-9331.293061727107,0,0,0,,0,0,
25,2.0555667877197266,0.08397293090820312,11.908599463953118,12.16209570487024,6.0,-41.0,-6.0,1372,1320.972714936886,-7434.651274404207,0,0,0,,0,0,
26,2.1374897956848145,0.08192300796508789,12.206583044730944,12.163800759418388,24.0,34.0,14.0,1341,1324.9781719495088,-5937.94243079203,0,0,0,,0,0,
27,2.21764874458313,0.08015894889831543,12.47521348200981,12.175057058044338,2.0,26.0,63.0,1369,1333.7825375596071,-4728.386676521696,0,0,0,,0,0,
28,2.30194091796875,0.08429217338562012,11.8634976396349,12.163648415749702,14.0,15.0,18.0,1396,1346.2260300476858,-3753.18467246513,0,0,0,,0,0,
29,2.3779189586639404,0.07597804069519043,13.161697654350043,12.19553757050407,-1.0,-21.0,34.0,1400,1356.9808240381487,-2974.237468604645,0,0,0,,0,0,
30,2.459285020828247,0.08136606216430664,12.290136371361427,12.198667395573567,-1.0,-12.0,17.0,1405,1366.584659230519,-2355.783486043254,0,0,0,,0,0,
