Index,Time,Difference,Hz,AveHz,0x6030 Acceleration-X,0x6030 Acceleration-Y,0x6030 Acceleration-Z,0x6030 Range,0x6030 Smoothed Range,0x6030 Velocity,
0,9.5367431640625e-07,9.5367431640625e-07,1048576.0,0.0,5.0,6.0,1013.0,1419,1411.8,377487.3599999905,
1,0.026654958724975586,0.02665400505065918,37.51781385571805,37.51647152479003,4.0,6.0,1004.0,1400,1409.44,301972.17959185253,
2,0.055181026458740234,0.02852606773376465,35.05565538626125,36.24434209275598,5.0,7.0,1015.0,1405,1408.5520000000001,241571.51778908542,
3,0.08299016952514648,0.02780914306640625,35.95939643347051,36.148859764540944,4.0,7.0,1004.0,1386,1404.0416000000002,193224.77597893364,
4,0.1096031665802002,0.02661299705505371,37.575625095186474,36.495295937212454,6.0,7.0,1014.0,1400,1403.2332800000001,154573.74615729152,
5,0.13675379753112793,0.027150630950927734,36.831556578092346,36.56205597407194,6.0,5.0,1010.0,1391,1400.7866240000003,123640.974096055,
6,0.16431093215942383,0.0275571346282959,36.28824308072986,36.51613390019879,7.0,7.0,1016.0,1391,1398.8292992000004,98898.57370121793,
7,0.19274282455444336,0.02843189239501953,35.17177070405528,36.31782410671654,6.0,7.0,1011.0,1410,1401.0634393600003,79134.57469406,
8,0.2202460765838623,0.027503252029418945,36.35933666790918,36.323007992171284,5.0,8.0,1008.0,1415,1403.8507514880002,63327.9287192601,
9,0.24725604057312012,0.027009963989257812,37.023374055504554,36.399515171150945,6.0,6.0,1010.0,1410,1405.0806011904003,50671.44961252088,
10,0.2738807201385498,0.026624679565429688,37.55913747403109,36.5122451662214,4.0,5.0,1006.0,1363,1396.6644809523204,40473.9392466127,
11,0.30292773246765137,0.029047012329101562,34.42694858493663,36.312291088022626,5.0,7.0,1016.0,1386,1394.5315847618565,32364.46557579294,
12,0.3299369812011719,0.027009248733520508,37.02435450412676,36.37058191025656,4.0,7.0,1013.0,1400,1395.6252678094852,25899.671042408467,
13,0.3608109951019287,0.030874013900756836,32.38969844395537,36.02994414382387,5.0,5.0,1015.0,1433,1403.1002142475882,20768.159086129748,
14,0.38934993743896484,0.028538942337036133,35.039840937001365,35.95737061648986,5.0,6.0,1009.0,1415,1405.4801713980705,16631.205932901754,
15,0.41852593421936035,0.029175996780395508,34.274750149134206,35.84007291681502,5.0,6.0,1014.0,1400,1404.3841371184565,13297.451486103673,
16,0.4467337131500244,0.028207778930664062,35.45121373994185,35.81551946724647,3.0,8.0,1013.0,1396,1402.7073096947652,10626.072075402484,
17,0.4764389991760254,0.029705286026000977,33.66404212114645,35.68137795058874,5.0,5.0,1007.0,1400,1402.1658477558121,8497.212100818006,
18,0.5028948783874512,0.02645587921142578,37.79878158682095,35.79276857564664,3.0,6.0,1017.0,1410,1403.7326782046498,6809.614537038244,
19,0.5325760841369629,0.02968120574951172,33.69135366127944,35.67565380031928,6.0,6.0,1004.0,1410,1404.9861425637198,5456.137811835242,
20,0.5587608814239502,0.026184797286987305,38.190098973840676,35.79348638192398,6.0,8.0,1018.0,1405,1404.9889140509758,4364.931418142716,
21,0.5838830471038818,0.02512216567993164,39.80548543228623,35.96610674716811,5.0,6.0,1007.0,1405,1404.9911312407808,3491.9627857774694,
22,0.6092920303344727,0.02540898323059082,39.35615962767305,36.10748032913386,4.0,7.0,1017.0,1447,1413.3929049926248,2859.7025384086096,
23,0.6345558166503906,0.02526378631591797,39.58234872220754,36.24582644503892,5.0,6.0,1011.0,1433,1417.3143239941,2318.805825607344,
