Index Time Difference Hz AveHz Pressure Acceleration-X Acceleration-Y Acceleration-Z Magnetic-X Magnetic-Y Magnetic-Z Angular-Vel-X Angular-Vel-Y Angular-Vel-Z Heading Roll Pitch Quaternion-X Quaternion-Y Quaternion-Z Quaternion-W Linear-Acceleration-X Linear-Acceleration-Y Linear-Acceleration-Z Gravity-X Gravity-Y Gravity-Z Position-X Position-Y Position-Z
0 0.0 0.0 0 0 2.7042144225733546e-38 169.0 -159.0 923.0 -33.0625 -1.0625 -33.0625 0.125 -0.0625 0.0 343.5625 9.375 9.5 -0.06988525390625 -0.093017578125 0.141845703125 0.9830322265625 9.0 0.0 -30.0 159.0 -160.0 954.0 2871 2683 1363 
1 0.10730099678039551 0.10730099678039551 9.319577916378737 9.319577916378737 2.7042144225733546e-38 149.0 -164.0 965.0 -33.875 0.0 -34.375 0.0625 -1.1875 -0.0625 343.5625 9.375 9.5 -0.06976318359375 -0.09295654296875 0.141845703125 0.9830322265625 -10.0 -4.0 11.0 159.0 -160.0 954.0 2864 2681 1330 
2 0.21764492988586426 0.11034393310546875 9.062573463320197 9.189279075091825 2.7042144225733546e-38 162.0 -153.0 896.0 -20.375 0.25 -20.5 0.375 0.0 0.125 343.5625 9.375 9.5625 -0.07000732421875 -0.09320068359375 0.14178466796875 0.9830322265625 5.0 5.0 -36.0 160.0 -160.0 954.0 2855 2672 1306 
3 0.32293176651000977 0.10528683662414551 9.497863475277681 9.289888177993818 2.704573154980222e-38 156.0 -157.0 915.0 -19.6875 -0.0625 -20.1875 -0.1875 -0.3125 0.1875 343.5625 9.375 9.5 -0.0699462890625 -0.0931396484375 0.141845703125 0.9830322265625 -2.0 4.0 -42.0 160.0 -160.0 954.0 2841 2668 1287 
4 0.43181300163269043 0.10888123512268066 9.184319032322342 9.263269018940951 2.704573154980222e-38 158.0 -167.0 936.0 -19.6875 -0.0625 -18.875 0.1875 0.25 -0.0625 343.5625 9.375 9.5 -0.06988525390625 -0.09320068359375 0.141845703125 0.9830322265625 -2.0 -6.0 -17.0 160.0 -160.0 954.0 2849 2665 1295 
5 0.5371270179748535 0.10531401634216309 9.495412241719283 9.308785134011046 2.704573154980222e-38 167.0 -161.0 933.0 -20.0 -0.375 -19.375 -0.0625 -0.25 0.0 343.5625 9.375 9.5 -0.06988525390625 -0.09320068359375 0.141845703125 0.9830322265625 7.0 0.0 -20.0 160.0 -160.0 954.0 2811 2657 1273 
6 0.6424224376678467 0.10529541969299316 9.497089264810105 9.339648879297387 2.704573154980222e-38 153.0 -152.0 928.0 -20.375 0.6875 -21.375 0.25 0.0625 -0.125 343.5625 9.375 9.5625 -0.0699462890625 -0.09326171875 0.141845703125 0.9830322265625 -8.0 5.0 -22.0 160.0 -160.0 954.0 2875 2671 1325 
7 0.7497138977050781 0.10729146003723145 9.320406299373573 9.336895076144973 2.7039991831292343e-38 157.0 -160.0 927.0 -20.75 -0.0625 -19.6875 -0.0625 0.0 0.0625 343.5625 9.375 9.5625 -0.0699462890625 -0.09326171875 0.141845703125 0.9830322265625 -3.0 0.0 -26.0 160.0 -160.0 954.0 2897 2683 1334 
8 0.8600130081176758 0.11029911041259766 9.066256257727591 9.302184879167966 2.7039991831292343e-38 155.0 -153.0 923.0 -20.75 1.0 -21.0 -0.0625 0.0 -0.0625 343.5625 9.375 9.5625 -0.0699462890625 -0.09326171875 0.141845703125 0.98297119140625 -4.0 8.0 -21.0 160.0 -160.0 954.0 2931 2692 1367 
9 0.966301441192627 0.10628843307495117 9.408361484591953 9.313863786534391 2.7039991831292343e-38 156.0 -156.0 919.0 -20.375 -0.0625 -19.25 0.375 0.0 0.0625 343.5625 9.375 9.5625 -0.07000732421875 -0.09332275390625 0.141845703125 0.98297119140625 -3.0 4.0 -34.0 160.0 -160.0 953.0 2959 2706 1406 
